"arc_length","1","2","3","4","5","6","cb"
6.06e-09,1.96971e+21,5.2676e+18,3.33487e+16,1.41336e+14,8.35485e+11,1.45318e+11,8.59334e+19
6.09e-09,1.96701e+21,5.2811e+18,3.34645e+16,1.41851e+14,8.38559e+11,1.45854e+11,8.61322e+19
6.12e-09,1.96431e+21,5.29459e+18,3.35804e+16,1.42366e+14,8.41633e+11,1.4639e+11,8.6331e+19
6.15e-09,1.96161e+21,5.30809e+18,3.36962e+16,1.42881e+14,8.44707e+11,1.46926e+11,8.65298e+19
6.18e-09,1.95892e+21,5.32159e+18,3.38121e+16,1.43396e+14,8.47781e+11,1.47461e+11,8.67285e+19
6.21e-09,1.95622e+21,5.33508e+18,3.39279e+16,1.43912e+14,8.50855e+11,1.47997e+11,8.69273e+19
6.24e-09,1.95352e+21,5.34858e+18,3.40438e+16,1.44427e+14,8.53929e+11,1.48533e+11,8.71261e+19
6.27e-09,1.95082e+21,5.36208e+18,3.41596e+16,1.44942e+14,8.57002e+11,1.49068e+11,8.73249e+19
6.3e-09,1.94812e+21,5.37558e+18,3.42755e+16,1.45457e+14,8.60076e+11,1.49604e+11,8.75236e+19
6.33e-09,1.94543e+21,5.38907e+18,3.43913e+16,1.45972e+14,8.6315e+11,1.5014e+11,8.77224e+19
6.36e-09,1.94273e+21,5.40257e+18,3.45072e+16,1.46487e+14,8.66224e+11,1.50675e+11,8.79212e+19
6.39e-09,1.94003e+21,5.41607e+18,3.46231e+16,1.47003e+14,8.69298e+11,1.51211e+11,8.812e+19
6.42e-09,1.93733e+21,5.42957e+18,3.47389e+16,1.47518e+14,8.72372e+11,1.51747e+11,8.83188e+19
6.45e-09,1.93464e+21,5.44306e+18,3.48548e+16,1.48033e+14,8.75446e+11,1.52282e+11,8.85175e+19
6.48e-09,1.93194e+21,5.45656e+18,3.49706e+16,1.48548e+14,8.7852e+11,1.52818e+11,8.87163e+19
6.51e-09,1.92924e+21,5.47006e+18,3.50865e+16,1.49063e+14,8.81594e+11,1.53354e+11,8.89151e+19
6.54e-09,1.92654e+21,5.48356e+18,3.52023e+16,1.49579e+14,8.84668e+11,1.53889e+11,8.91139e+19
6.57e-09,1.92384e+21,5.49705e+18,3.53182e+16,1.50094e+14,8.87742e+11,1.54425e+11,8.93126e+19
6.6e-09,1.92115e+21,5.51055e+18,3.5434e+16,1.50609e+14,8.90816e+11,1.54961e+11,8.95114e+19
6.63e-09,1.91847e+21,5.52199e+18,3.55383e+16,1.51078e+14,8.93621e+11,1.5545e+11,8.96681e+19
6.66e-09,1.91579e+21,5.53344e+18,3.56425e+16,1.51547e+14,8.96426e+11,1.55939e+11,8.98247e+19
6.69e-09,1.91312e+21,5.54488e+18,3.57467e+16,1.52016e+14,8.99232e+11,1.56428e+11,8.99814e+19
6.72e-09,1.91044e+21,5.55632e+18,3.5851e+16,1.52485e+14,9.02037e+11,1.56917e+11,9.0138e+19
6.75e-09,1.90777e+21,5.56776e+18,3.59552e+16,1.52954e+14,9.04842e+11,1.57406e+11,9.02947e+19
6.78e-09,1.90509e+21,5.57921e+18,3.60594e+16,1.53423e+14,9.07647e+11,1.57896e+11,9.04513e+19
6.81e-09,1.90242e+21,5.59065e+18,3.61636e+16,1.53892e+14,9.10452e+11,1.58385e+11,9.0608e+19
6.84e-09,1.89974e+21,5.60209e+18,3.62679e+16,1.54361e+14,9.13258e+11,1.58874e+11,9.07646e+19
6.87e-09,1.89706e+21,5.61354e+18,3.63721e+16,1.5483e+14,9.16063e+11,1.59363e+11,9.09213e+19
6.9e-09,1.89439e+21,5.62498e+18,3.64763e+16,1.55299e+14,9.18868e+11,1.59852e+11,9.10779e+19
6.93e-09,1.89171e+21,5.63642e+18,3.65806e+16,1.55768e+14,9.21673e+11,1.60341e+11,9.12346e+19
6.96e-09,1.88904e+21,5.64786e+18,3.66848e+16,1.56237e+14,9.24479e+11,1.6083e+11,9.13913e+19
6.99e-09,1.88636e+21,5.65931e+18,3.6789e+16,1.56706e+14,9.27284e+11,1.61319e+11,9.15479e+19
7.02e-09,1.88368e+21,5.67075e+18,3.68933e+16,1.57174e+14,9.30089e+11,1.61809e+11,9.17046e+19
7.05e-09,1.88101e+21,5.68219e+18,3.69975e+16,1.57643e+14,9.32894e+11,1.62298e+11,9.18612e+19
7.08e-09,1.87833e+21,5.69364e+18,3.71017e+16,1.58112e+14,9.35699e+11,1.62787e+11,9.20179e+19
7.11e-09,1.87566e+21,5.70508e+18,3.7206e+16,1.58581e+14,9.38505e+11,1.63276e+11,9.21745e+19
7.14e-09,1.87298e+21,5.71652e+18,3.73102e+16,1.5905e+14,9.4131e+11,1.63765e+11,9.23312e+19
7.17e-09,1.8703e+21,5.72797e+18,3.74144e+16,1.59519e+14,9.44115e+11,1.64254e+11,9.24878e+19
7.2e-09,1.86763e+21,5.73941e+18,3.75187e+16,1.59988e+14,9.4692e+11,1.64743e+11,9.26445e+19
7.23e-09,1.86497e+21,5.74891e+18,3.76111e+16,1.6041e+14,9.49448e+11,1.65184e+11,9.27604e+19
7.26e-09,1.86232e+21,5.75841e+18,3.77036e+16,1.60831e+14,9.51976e+11,1.65625e+11,9.28762e+19
7.29e-09,1.85966e+21,5.76791e+18,3.7796e+16,1.61252e+14,9.54503e+11,1.66066e+11,9.29921e+19
7.32e-09,1.85701e+21,5.77742e+18,3.78885e+16,1.61674e+14,9.57031e+11,1.66507e+11,9.3108e+19
7.35e-09,1.85436e+21,5.78692e+18,3.7981e+16,1.62095e+14,9.59559e+11,1.66948e+11,9.32238e+19
7.38e-09,1.8517e+21,5.79642e+18,3.80734e+16,1.62517e+14,9.62087e+11,1.67389e+11,9.33397e+19
7.41e-09,1.84905e+21,5.80592e+18,3.81659e+16,1.62938e+14,9.64614e+11,1.6783e+11,9.34556e+19
7.44e-09,1.84639e+21,5.81542e+18,3.82584e+16,1.63359e+14,9.67142e+11,1.68271e+11,9.35714e+19
7.47e-09,1.84374e+21,5.82492e+18,3.83508e+16,1.63781e+14,9.6967e+11,1.68712e+11,9.36873e+19
7.5e-09,1.84108e+21,5.83443e+18,3.84433e+16,1.64202e+14,9.72197e+11,1.69153e+11,9.38032e+19
7.53e-09,1.83843e+21,5.84393e+18,3.85358e+16,1.64623e+14,9.74725e+11,1.69594e+11,9.39191e+19
7.56e-09,1.83578e+21,5.85343e+18,3.86282e+16,1.65045e+14,9.77253e+11,1.70035e+11,9.40349e+19
7.59e-09,1.83312e+21,5.86293e+18,3.87207e+16,1.65466e+14,9.7978e+11,1.70476e+11,9.41508e+19
7.62e-09,1.83047e+21,5.87243e+18,3.88131e+16,1.65888e+14,9.82308e+11,1.70917e+11,9.42667e+19
7.65e-09,1.82781e+21,5.88193e+18,3.89056e+16,1.66309e+14,9.84836e+11,1.71358e+11,9.43825e+19
7.68e-09,1.82516e+21,5.89144e+18,3.89981e+16,1.6673e+14,9.87363e+11,1.71799e+11,9.44984e+19
7.71e-09,1.8225e+21,5.90094e+18,3.90905e+16,1.67152e+14,9.89891e+11,1.7224e+11,9.46143e+19
7.74e-09,1.81985e+21,5.91044e+18,3.9183e+16,1.67573e+14,9.92419e+11,1.72681e+11,9.47301e+19
7.77e-09,1.81719e+21,5.91994e+18,3.92755e+16,1.67994e+14,9.94947e+11,1.73122e+11,9.4846e+19
7.8e-09,1.81454e+21,5.92944e+18,3.93679e+16,1.68416e+14,9.97474e+11,1.73563e+11,9.49619e+19
7.83e-09,1.81191e+21,5.93711e+18,3.94486e+16,1.68789e+14,9.99718e+11,1.73955e+11,9.50386e+19
7.86e-09,1.80927e+21,5.94478e+18,3.95292e+16,1.69162e+14,1.00196e+12,1.74347e+11,9.51153e+19
7.89e-09,1.80664e+21,5.95245e+18,3.96099e+16,1.69534e+14,1.00421e+12,1.74739e+11,9.51921e+19
7.92e-09,1.80401e+21,5.96012e+18,3.96905e+16,1.69907e+14,1.00645e+12,1.7513e+11,9.52688e+19
7.95e-09,1.80137e+21,5.96779e+18,3.97712e+16,1.7028e+14,1.00869e+12,1.75522e+11,9.53455e+19
7.98e-09,1.79874e+21,5.97546e+18,3.98518e+16,1.70653e+14,1.01094e+12,1.75914e+11,9.54223e+19
8.01e-09,1.79611e+21,5.98313e+18,3.99325e+16,1.71026e+14,1.01318e+12,1.76306e+11,9.5499e+19
8.04e-09,1.79347e+21,5.9908e+18,4.00131e+16,1.71399e+14,1.01543e+12,1.76697e+11,9.55757e+19
8.07e-09,1.79084e+21,5.99847e+18,4.00938e+16,1.71772e+14,1.01767e+12,1.77089e+11,9.56524e+19
8.1e-09,1.78821e+21,6.00614e+18,4.01744e+16,1.72144e+14,1.01991e+12,1.77481e+11,9.57292e+19
8.13e-09,1.78558e+21,6.01381e+18,4.02551e+16,1.72517e+14,1.02216e+12,1.77873e+11,9.58059e+19
8.16e-09,1.78294e+21,6.02148e+18,4.03357e+16,1.7289e+14,1.0244e+12,1.78264e+11,9.58826e+19
8.19e-09,1.78031e+21,6.02915e+18,4.04164e+16,1.73263e+14,1.02664e+12,1.78656e+11,9.59593e+19
8.22e-09,1.77768e+21,6.03682e+18,4.0497e+16,1.73636e+14,1.02889e+12,1.79048e+11,9.60361e+19
8.25e-09,1.77504e+21,6.04448e+18,4.05777e+16,1.74009e+14,1.03113e+12,1.7944e+11,9.61128e+19
8.28e-09,1.77241e+21,6.05215e+18,4.06583e+16,1.74382e+14,1.03338e+12,1.79832e+11,9.61895e+19
8.31e-09,1.76978e+21,6.05982e+18,4.0739e+16,1.74754e+14,1.03562e+12,1.80223e+11,9.62663e+19
8.34e-09,1.76714e+21,6.06749e+18,4.08196e+16,1.75127e+14,1.03786e+12,1.80615e+11,9.6343e+19
8.37e-09,1.76451e+21,6.07516e+18,4.09003e+16,1.755e+14,1.04011e+12,1.81007e+11,9.64197e+19
8.4e-09,1.76188e+21,6.08283e+18,4.09809e+16,1.75873e+14,1.04235e+12,1.81399e+11,9.64964e+19
8.43e-09,1.75926e+21,6.08877e+18,4.10498e+16,1.76197e+14,1.04431e+12,1.8174e+11,9.65359e+19
8.46e-09,1.75665e+21,6.09472e+18,4.11187e+16,1.76521e+14,1.04626e+12,1.82082e+11,9.65754e+19
8.49e-09,1.75404e+21,6.10066e+18,4.11876e+16,1.76845e+14,1.04822e+12,1.82424e+11,9.66149e+19
8.52e-09,1.75143e+21,6.1066e+18,4.12565e+16,1.77168e+14,1.05018e+12,1.82766e+11,9.66544e+19
8.55e-09,1.74881e+21,6.11254e+18,4.13253e+16,1.77492e+14,1.05213e+12,1.83107e+11,9.66939e+19
8.58e-09,1.7462e+21,6.11849e+18,4.13942e+16,1.77816e+14,1.05409e+12,1.83449e+11,9.67333e+19
8.61e-09,1.74359e+21,6.12443e+18,4.14631e+16,1.7814e+14,1.05604e+12,1.83791e+11,9.67728e+19
8.64e-09,1.74098e+21,6.13037e+18,4.1532e+16,1.78464e+14,1.058e+12,1.84133e+11,9.68123e+19
8.67e-09,1.73836e+21,6.13631e+18,4.16009e+16,1.78787e+14,1.05996e+12,1.84475e+11,9.68518e+19
8.7e-09,1.73575e+21,6.14226e+18,4.16697e+16,1.79111e+14,1.06191e+12,1.84816e+11,9.68913e+19
8.73e-09,1.73314e+21,6.1482e+18,4.17386e+16,1.79435e+14,1.06387e+12,1.85158e+11,9.69308e+19
8.76e-09,1.73053e+21,6.15414e+18,4.18075e+16,1.79759e+14,1.06582e+12,1.855e+11,9.69702e+19
8.79e-09,1.72791e+21,6.16008e+18,4.18764e+16,1.80083e+14,1.06778e+12,1.85842e+11,9.70097e+19
8.82e-09,1.7253e+21,6.16603e+18,4.19453e+16,1.80407e+14,1.06974e+12,1.86183e+11,9.70492e+19
8.85e-09,1.72269e+21,6.17197e+18,4.20142e+16,1.8073e+14,1.07169e+12,1.86525e+11,9.70887e+19
8.88e-09,1.72008e+21,6.17791e+18,4.2083e+16,1.81054e+14,1.07365e+12,1.86867e+11,9.71282e+19
8.91e-09,1.71746e+21,6.18385e+18,4.21519e+16,1.81378e+14,1.0756e+12,1.87209e+11,9.71677e+19
8.94e-09,1.71485e+21,6.1898e+18,4.22208e+16,1.81702e+14,1.07756e+12,1.87551e+11,9.72071e+19
8.97e-09,1.71224e+21,6.19574e+18,4.22897e+16,1.82026e+14,1.07952e+12,1.87892e+11,9.72466e+19
9e-09,1.70963e+21,6.20168e+18,4.23586e+16,1.82349e+14,1.08147e+12,1.88234e+11,9.72861e+19
9.03e-09,1.70703e+21,6.206e+18,4.24158e+16,1.82624e+14,1.08314e+12,1.88526e+11,9.72905e+19
9.06e-09,1.70444e+21,6.21031e+18,4.24731e+16,1.82899e+14,1.0848e+12,1.88817e+11,9.72948e+19
9.09e-09,1.70185e+21,6.21463e+18,4.25303e+16,1.83173e+14,1.08647e+12,1.89109e+11,9.72992e+19
9.12e-09,1.69925e+21,6.21895e+18,4.25875e+16,1.83448e+14,1.08814e+12,1.894e+11,9.73035e+19
9.15e-09,1.69666e+21,6.22326e+18,4.26448e+16,1.83723e+14,1.0898e+12,1.89691e+11,9.73079e+19
9.18e-09,1.69407e+21,6.22758e+18,4.2702e+16,1.83997e+14,1.09147e+12,1.89983e+11,9.73122e+19
9.21e-09,1.69148e+21,6.23189e+18,4.27593e+16,1.84272e+14,1.09314e+12,1.90274e+11,9.73166e+19
9.24e-09,1.68888e+21,6.23621e+18,4.28165e+16,1.84547e+14,1.0948e+12,1.90566e+11,9.73209e+19
9.27e-09,1.68629e+21,6.24053e+18,4.28738e+16,1.84821e+14,1.09647e+12,1.90857e+11,9.73253e+19
9.3e-09,1.6837e+21,6.24484e+18,4.2931e+16,1.85096e+14,1.09813e+12,1.91149e+11,9.73296e+19
9.33e-09,1.6811e+21,6.24916e+18,4.29882e+16,1.8537e+14,1.0998e+12,1.9144e+11,9.7334e+19
9.36e-09,1.67851e+21,6.25348e+18,4.30455e+16,1.85645e+14,1.10147e+12,1.91732e+11,9.73383e+19
9.39e-09,1.67592e+21,6.25779e+18,4.31027e+16,1.8592e+14,1.10313e+12,1.92023e+11,9.73427e+19
9.42e-09,1.67333e+21,6.26211e+18,4.316e+16,1.86194e+14,1.1048e+12,1.92315e+11,9.73471e+19
9.45e-09,1.67073e+21,6.26643e+18,4.32172e+16,1.86469e+14,1.10647e+12,1.92606e+11,9.73514e+19
9.48e-09,1.66814e+21,6.27074e+18,4.32744e+16,1.86744e+14,1.10813e+12,1.92898e+11,9.73558e+19
9.51e-09,1.66555e+21,6.27506e+18,4.33317e+16,1.87018e+14,1.1098e+12,1.93189e+11,9.73601e+19
9.54e-09,1.66296e+21,6.27937e+18,4.33889e+16,1.87293e+14,1.11147e+12,1.93481e+11,9.73645e+19
9.57e-09,1.66036e+21,6.28369e+18,4.34462e+16,1.87568e+14,1.11313e+12,1.93772e+11,9.73688e+19
9.6e-09,1.65777e+21,6.28801e+18,4.35034e+16,1.87842e+14,1.1148e+12,1.94064e+11,9.73732e+19
9.63e-09,1.6552e+21,6.2908e+18,4.35492e+16,1.88068e+14,1.11618e+12,1.94305e+11,9.73447e+19
9.66e-09,1.65262e+21,6.29358e+18,4.3595e+16,1.88293e+14,1.11755e+12,1.94546e+11,9.73162e+19
9.69e-09,1.65005e+21,6.29637e+18,4.36408e+16,1.88519e+14,1.11893e+12,1.94787e+11,9.72877e+19
9.72e-09,1.64747e+21,6.29916e+18,4.36866e+16,1.88745e+14,1.12031e+12,1.95028e+11,9.72593e+19
9.75e-09,1.6449e+21,6.30195e+18,4.37324e+16,1.8897e+14,1.12168e+12,1.95269e+11,9.72308e+19
9.78e-09,1.64233e+21,6.30473e+18,4.37782e+16,1.89196e+14,1.12306e+12,1.95511e+11,9.72023e+19
9.81e-09,1.63975e+21,6.30752e+18,4.3824e+16,1.89422e+14,1.12444e+12,1.95752e+11,9.71738e+19
9.84e-09,1.63718e+21,6.31031e+18,4.38698e+16,1.89647e+14,1.12582e+12,1.95993e+11,9.71453e+19
9.87e-09,1.6346e+21,6.3131e+18,4.39156e+16,1.89873e+14,1.12719e+12,1.96234e+11,9.71168e+19
9.9e-09,1.63203e+21,6.31588e+18,4.39614e+16,1.90099e+14,1.12857e+12,1.96475e+11,9.70884e+19
9.93e-09,1.62946e+21,6.31867e+18,4.40072e+16,1.90324e+14,1.12995e+12,1.96716e+11,9.70599e+19
9.96e-09,1.62688e+21,6.32146e+18,4.4053e+16,1.9055e+14,1.13132e+12,1.96958e+11,9.70314e+19
9.99e-09,1.62431e+21,6.32425e+18,4.40987e+16,1.90776e+14,1.1327e+12,1.97199e+11,9.70029e+19
1.002e-08,1.62174e+21,6.32704e+18,4.41445e+16,1.91001e+14,1.13408e+12,1.9744e+11,9.69744e+19
1.005e-08,1.61916e+21,6.32982e+18,4.41903e+16,1.91227e+14,1.13546e+12,1.97681e+11,9.69459e+19
1.008e-08,1.61659e+21,6.33261e+18,4.42361e+16,1.91452e+14,1.13683e+12,1.97922e+11,9.69175e+19
1.011e-08,1.61401e+21,6.3354e+18,4.42819e+16,1.91678e+14,1.13821e+12,1.98164e+11,9.6889e+19
1.014e-08,1.61144e+21,6.33819e+18,4.43277e+16,1.91904e+14,1.13959e+12,1.98405e+11,9.68605e+19
1.017e-08,1.60887e+21,6.34097e+18,4.43735e+16,1.92129e+14,1.14096e+12,1.98646e+11,9.6832e+19
1.02e-08,1.60629e+21,6.34376e+18,4.44193e+16,1.92355e+14,1.14234e+12,1.98887e+11,9.68035e+19
1.023e-08,1.60374e+21,6.34511e+18,4.44539e+16,1.92532e+14,1.14343e+12,1.99078e+11,9.67446e+19
1.026e-08,1.60118e+21,6.34647e+18,4.44885e+16,1.92709e+14,1.14452e+12,1.9927e+11,9.66858e+19
1.029e-08,1.59862e+21,6.34782e+18,4.45231e+16,1.92887e+14,1.14561e+12,1.99461e+11,9.66269e+19
1.032e-08,1.59607e+21,6.34917e+18,4.45577e+16,1.93064e+14,1.1467e+12,1.99652e+11,9.6568e+19
1.035e-08,1.59351e+21,6.35053e+18,4.45924e+16,1.93241e+14,1.14779e+12,1.99843e+11,9.65091e+19
1.038e-08,1.59096e+21,6.35188e+18,4.4627e+16,1.93418e+14,1.14888e+12,2.00035e+11,9.64502e+19
1.041e-08,1.5884e+21,6.35323e+18,4.46616e+16,1.93595e+14,1.14997e+12,2.00226e+11,9.63913e+19
1.044e-08,1.58584e+21,6.35458e+18,4.46962e+16,1.93772e+14,1.15106e+12,2.00417e+11,9.63324e+19
1.047e-08,1.58329e+21,6.35594e+18,4.47308e+16,1.9395e+14,1.15215e+12,2.00608e+11,9.62736e+19
1.05e-08,1.58073e+21,6.35729e+18,4.47654e+16,1.94127e+14,1.15324e+12,2.008e+11,9.62147e+19
1.053e-08,1.57818e+21,6.35864e+18,4.48e+16,1.94304e+14,1.15433e+12,2.00991e+11,9.61558e+19
1.056e-08,1.57562e+21,6.35999e+18,4.48346e+16,1.94481e+14,1.15542e+12,2.01182e+11,9.60969e+19
1.059e-08,1.57306e+21,6.36135e+18,4.48692e+16,1.94658e+14,1.15651e+12,2.01373e+11,9.6038e+19
1.062e-08,1.57051e+21,6.3627e+18,4.49038e+16,1.94836e+14,1.1576e+12,2.01565e+11,9.59791e+19
1.065e-08,1.56795e+21,6.36405e+18,4.49384e+16,1.95013e+14,1.15869e+12,2.01756e+11,9.59202e+19
1.068e-08,1.5654e+21,6.3654e+18,4.4973e+16,1.9519e+14,1.15978e+12,2.01947e+11,9.58614e+19
1.071e-08,1.56284e+21,6.36676e+18,4.50076e+16,1.95367e+14,1.16087e+12,2.02138e+11,9.58025e+19
1.074e-08,1.56028e+21,6.36811e+18,4.50422e+16,1.95544e+14,1.16196e+12,2.02329e+11,9.57436e+19
1.077e-08,1.55773e+21,6.36946e+18,4.50768e+16,1.95721e+14,1.16305e+12,2.02521e+11,9.56847e+19
1.08e-08,1.55517e+21,6.37082e+18,4.51115e+16,1.95899e+14,1.16414e+12,2.02712e+11,9.56258e+19
1.083e-08,1.55263e+21,6.37082e+18,4.51352e+16,1.96028e+14,1.16495e+12,2.02854e+11,9.55391e+19
1.086e-08,1.55009e+21,6.37083e+18,4.51589e+16,1.96158e+14,1.16576e+12,2.02996e+11,9.54523e+19
1.089e-08,1.54756e+21,6.37084e+18,4.51826e+16,1.96287e+14,1.16656e+12,2.03138e+11,9.53656e+19
1.092e-08,1.54502e+21,6.37085e+18,4.52064e+16,1.96417e+14,1.16737e+12,2.0328e+11,9.52788e+19
1.095e-08,1.54248e+21,6.37085e+18,4.52301e+16,1.96546e+14,1.16818e+12,2.03422e+11,9.51921e+19
1.098e-08,1.53994e+21,6.37086e+18,4.52538e+16,1.96676e+14,1.16898e+12,2.03564e+11,9.51053e+19
1.101e-08,1.5374e+21,6.37087e+18,4.52775e+16,1.96805e+14,1.16979e+12,2.03706e+11,9.50186e+19
1.104e-08,1.53486e+21,6.37088e+18,4.53013e+16,1.96935e+14,1.1706e+12,2.03848e+11,9.49318e+19
1.107e-08,1.53232e+21,6.37088e+18,4.5325e+16,1.97064e+14,1.1714e+12,2.0399e+11,9.48451e+19
1.11e-08,1.52978e+21,6.37089e+18,4.53487e+16,1.97194e+14,1.17221e+12,2.04132e+11,9.47583e+19
1.113e-08,1.52724e+21,6.3709e+18,4.53725e+16,1.97323e+14,1.17302e+12,2.04274e+11,9.46716e+19
1.116e-08,1.5247e+21,6.37091e+18,4.53962e+16,1.97453e+14,1.17383e+12,2.04416e+11,9.45848e+19
1.119e-08,1.52216e+21,6.37091e+18,4.54199e+16,1.97582e+14,1.17463e+12,2.04558e+11,9.44981e+19
1.122e-08,1.51963e+21,6.37092e+18,4.54436e+16,1.97712e+14,1.17544e+12,2.047e+11,9.44113e+19
1.125e-08,1.51709e+21,6.37093e+18,4.54674e+16,1.97841e+14,1.17625e+12,2.04842e+11,9.43246e+19
1.128e-08,1.51455e+21,6.37094e+18,4.54911e+16,1.97971e+14,1.17705e+12,2.04984e+11,9.42378e+19
1.131e-08,1.51201e+21,6.37094e+18,4.55148e+16,1.981e+14,1.17786e+12,2.05125e+11,9.41511e+19
1.134e-08,1.50947e+21,6.37095e+18,4.55385e+16,1.9823e+14,1.17867e+12,2.05267e+11,9.40643e+19
1.137e-08,1.50693e+21,6.37096e+18,4.55623e+16,1.98359e+14,1.17947e+12,2.05409e+11,9.39776e+19
1.14e-08,1.50439e+21,6.37097e+18,4.5586e+16,1.98489e+14,1.18028e+12,2.05551e+11,9.38908e+19
1.143e-08,1.50187e+21,6.36972e+18,4.55992e+16,1.98572e+14,1.18081e+12,2.05645e+11,9.37789e+19
1.146e-08,1.49934e+21,6.36847e+18,4.56124e+16,1.98655e+14,1.18134e+12,2.05739e+11,9.36669e+19
1.149e-08,1.49682e+21,6.36722e+18,4.56256e+16,1.98738e+14,1.18187e+12,2.05832e+11,9.35548e+19
1.152e-08,1.4943e+21,6.36596e+18,4.56388e+16,1.98821e+14,1.1824e+12,2.05926e+11,9.34428e+19
1.155e-08,1.49177e+21,6.36471e+18,4.5652e+16,1.98904e+14,1.18293e+12,2.0602e+11,9.33308e+19
1.158e-08,1.48925e+21,6.36346e+18,4.56652e+16,1.98986e+14,1.18346e+12,2.06113e+11,9.32188e+19
1.161e-08,1.48673e+21,6.36221e+18,4.56784e+16,1.99069e+14,1.18399e+12,2.06207e+11,9.31068e+19
1.164e-08,1.4842e+21,6.36096e+18,4.56916e+16,1.99152e+14,1.18452e+12,2.06301e+11,9.29949e+19
1.167e-08,1.48168e+21,6.35971e+18,4.57048e+16,1.99235e+14,1.18505e+12,2.06394e+11,9.28829e+19
1.17e-08,1.47916e+21,6.35846e+18,4.5718e+16,1.99318e+14,1.18558e+12,2.06488e+11,9.27709e+19
1.173e-08,1.47663e+21,6.35721e+18,4.57312e+16,1.99401e+14,1.18611e+12,2.06582e+11,9.26589e+19
1.176e-08,1.47411e+21,6.35596e+18,4.57444e+16,1.99484e+14,1.18664e+12,2.06675e+11,9.25469e+19
1.179e-08,1.47159e+21,6.35471e+18,4.57576e+16,1.99567e+14,1.18717e+12,2.06769e+11,9.24349e+19
1.182e-08,1.46906e+21,6.35346e+18,4.57709e+16,1.9965e+14,1.18769e+12,2.06862e+11,9.23229e+19
1.185e-08,1.46654e+21,6.35221e+18,4.57841e+16,1.99733e+14,1.18822e+12,2.06956e+11,9.22109e+19
1.188e-08,1.46402e+21,6.35095e+18,4.57973e+16,1.99816e+14,1.18875e+12,2.0705e+11,9.20989e+19
1.191e-08,1.46149e+21,6.3497e+18,4.58105e+16,1.99899e+14,1.18928e+12,2.07143e+11,9.19869e+19
1.194e-08,1.45897e+21,6.34845e+18,4.58237e+16,1.99982e+14,1.18981e+12,2.07237e+11,9.18749e+19
1.197e-08,1.45645e+21,6.3472e+18,4.58369e+16,2.00065e+14,1.19034e+12,2.07331e+11,9.17629e+19
1.2e-08,1.45393e+21,6.34595e+18,4.58501e+16,2.00147e+14,1.19087e+12,2.07424e+11,9.16509e+19
1.203e-08,1.45142e+21,6.34352e+18,4.58531e+16,2.00185e+14,1.19113e+12,2.07471e+11,9.15163e+19
