"arc_length","cb","1","2","3","4","5","6"
0,0,0,0,0,0,0,0
3e-11,5.98263e+19,1.23477e+20,1.57779e+17,1.44608e+15,6.26726e+12,1.55732e+10,7.49145e+09
6e-11,1.19653e+20,2.46954e+20,3.15559e+17,2.89216e+15,1.25345e+13,3.11463e+10,1.49829e+10
9e-11,1.79479e+20,3.70431e+20,4.73338e+17,4.33825e+15,1.88018e+13,4.67195e+10,2.24743e+10
1.2e-10,2.39305e+20,4.93907e+20,6.31117e+17,5.78433e+15,2.5069e+13,6.22926e+10,2.99658e+10
1.5e-10,2.99132e+20,6.17384e+20,7.88897e+17,7.23041e+15,3.13363e+13,7.78658e+10,3.74572e+10
1.8e-10,3.58958e+20,7.40861e+20,9.46676e+17,8.67649e+15,3.76036e+13,9.34389e+10,4.49487e+10
2.1e-10,4.18784e+20,8.64338e+20,1.10446e+18,1.01226e+16,4.38708e+13,1.09012e+11,5.24401e+10
2.4e-10,4.78611e+20,9.87815e+20,1.26223e+18,1.15687e+16,5.01381e+13,1.24585e+11,5.99316e+10
2.7e-10,5.38437e+20,1.11129e+21,1.42001e+18,1.30147e+16,5.64054e+13,1.40158e+11,6.7423e+10
3e-10,5.98263e+20,1.23477e+21,1.57779e+18,1.44608e+16,6.26726e+13,1.55732e+11,7.49145e+10
3.3e-10,6.5809e+20,1.35825e+21,1.73557e+18,1.59069e+16,6.89399e+13,1.71305e+11,8.24059e+10
3.6e-10,7.17916e+20,1.48172e+21,1.89335e+18,1.7353e+16,7.52071e+13,1.86878e+11,8.98974e+10
3.9e-10,7.77742e+20,1.6052e+21,2.05113e+18,1.87991e+16,8.14744e+13,2.02451e+11,9.73888e+10
4.2e-10,8.37569e+20,1.72868e+21,2.20891e+18,2.02452e+16,8.77417e+13,2.18024e+11,1.0488e+11
4.5e-10,8.97395e+20,1.85215e+21,2.36669e+18,2.16912e+16,9.40089e+13,2.33597e+11,1.12372e+11
4.8e-10,9.57222e+20,1.97563e+21,2.52447e+18,2.31373e+16,1.00276e+14,2.4917e+11,1.19863e+11
5.1e-10,1.01705e+21,2.09911e+21,2.68225e+18,2.45834e+16,1.06543e+14,2.64744e+11,1.27355e+11
5.4e-10,1.07687e+21,2.22258e+21,2.84003e+18,2.60295e+16,1.12811e+14,2.80317e+11,1.34846e+11
5.7e-10,1.1367e+21,2.34606e+21,2.99781e+18,2.74756e+16,1.19078e+14,2.9589e+11,1.42338e+11
6e-10,1.19653e+21,2.46954e+21,3.15559e+18,2.89217e+16,1.25345e+14,3.11463e+11,1.49829e+11
6.3e-10,1.39655e+21,2.55805e+21,3.30545e+18,3.03372e+16,1.31507e+14,3.26787e+11,1.57202e+11
6.6e-10,1.59658e+21,2.64656e+21,3.45532e+18,3.17527e+16,1.37669e+14,3.42111e+11,1.64574e+11
6.9e-10,1.79661e+21,2.73507e+21,3.60518e+18,3.31682e+16,1.43831e+14,3.57435e+11,1.71947e+11
7.2e-10,1.99663e+21,2.82358e+21,3.75505e+18,3.45837e+16,1.49993e+14,3.72759e+11,1.79319e+11
7.5e-10,2.19666e+21,2.91209e+21,3.90492e+18,3.59992e+16,1.56155e+14,3.88083e+11,1.86692e+11
7.8e-10,2.39669e+21,3.0006e+21,4.05478e+18,3.74147e+16,1.62317e+14,4.03407e+11,1.94065e+11
8.1e-10,2.59672e+21,3.08912e+21,4.20465e+18,3.88302e+16,1.6848e+14,4.18731e+11,2.01437e+11
8.4e-10,2.79674e+21,3.17763e+21,4.35451e+18,4.02457e+16,1.74642e+14,4.34055e+11,2.0881e+11
8.7e-10,2.99677e+21,3.26614e+21,4.50438e+18,4.16612e+16,1.80804e+14,4.49379e+11,2.16183e+11
9e-10,3.1968e+21,3.35465e+21,4.65424e+18,4.30767e+16,1.86966e+14,4.64703e+11,2.23555e+11
9.3e-10,3.39682e+21,3.44316e+21,4.80411e+18,4.44922e+16,1.93128e+14,4.80027e+11,2.30928e+11
9.6e-10,3.59685e+21,3.53167e+21,4.95398e+18,4.59077e+16,1.9929e+14,4.95351e+11,2.383e+11
9.9e-10,3.79688e+21,3.62018e+21,5.10384e+18,4.73232e+16,2.05452e+14,5.10675e+11,2.45673e+11
1.02e-09,3.9969e+21,3.7087e+21,5.25371e+18,4.87387e+16,2.11614e+14,5.25998e+11,2.53046e+11
1.05e-09,4.19693e+21,3.79721e+21,5.40357e+18,5.01542e+16,2.17776e+14,5.41322e+11,2.60418e+11
1.08e-09,4.39696e+21,3.88572e+21,5.55344e+18,5.15697e+16,2.23938e+14,5.56646e+11,2.67791e+11
1.11e-09,4.59699e+21,3.97423e+21,5.7033e+18,5.29852e+16,2.301e+14,5.7197e+11,2.75164e+11
1.14e-09,4.79701e+21,4.06274e+21,5.85317e+18,5.44007e+16,2.36262e+14,5.87294e+11,2.82536e+11
1.17e-09,4.99704e+21,4.15125e+21,6.00304e+18,5.58162e+16,2.42424e+14,6.02618e+11,2.89909e+11
1.2e-09,5.19707e+21,4.23976e+21,6.1529e+18,5.72317e+16,2.48586e+14,6.17942e+11,2.97282e+11
1.23e-09,5.44248e+21,4.28199e+21,6.2814e+18,5.85551e+16,2.54426e+14,6.32501e+11,3.04289e+11
1.26e-09,5.68789e+21,4.32421e+21,6.40991e+18,5.98786e+16,2.60266e+14,6.47061e+11,3.11297e+11
1.29e-09,5.9333e+21,4.36644e+21,6.53841e+18,6.1202e+16,2.66106e+14,6.6162e+11,3.18305e+11
1.32e-09,6.17871e+21,4.40866e+21,6.66691e+18,6.25254e+16,2.71946e+14,6.76179e+11,3.25313e+11
1.35e-09,6.42413e+21,4.45089e+21,6.79542e+18,6.38488e+16,2.77786e+14,6.90738e+11,3.32321e+11
1.38e-09,6.66954e+21,4.49312e+21,6.92392e+18,6.51722e+16,2.83626e+14,7.05297e+11,3.39328e+11
1.41e-09,6.91495e+21,4.53534e+21,7.05242e+18,6.64956e+16,2.89466e+14,7.19857e+11,3.46336e+11
1.44e-09,7.16036e+21,4.57757e+21,7.18092e+18,6.7819e+16,2.95305e+14,7.34416e+11,3.53344e+11
1.47e-09,7.40577e+21,4.61979e+21,7.30943e+18,6.91424e+16,3.01145e+14,7.48975e+11,3.60352e+11
1.5e-09,7.65118e+21,4.66202e+21,7.43793e+18,7.04658e+16,3.06985e+14,7.63534e+11,3.6736e+11
1.53e-09,7.8966e+21,4.70424e+21,7.56643e+18,7.17892e+16,3.12825e+14,7.78093e+11,3.74367e+11
1.56e-09,8.14201e+21,4.74647e+21,7.69494e+18,7.31126e+16,3.18665e+14,7.92653e+11,3.81375e+11
1.59e-09,8.38742e+21,4.78869e+21,7.82344e+18,7.4436e+16,3.24505e+14,8.07212e+11,3.88383e+11
1.62e-09,8.63283e+21,4.83092e+21,7.95194e+18,7.57594e+16,3.30345e+14,8.21771e+11,3.95391e+11
1.65e-09,8.87824e+21,4.87315e+21,8.08045e+18,7.70828e+16,3.36185e+14,8.3633e+11,4.02399e+11
1.68e-09,9.12365e+21,4.91537e+21,8.20895e+18,7.84062e+16,3.42025e+14,8.50889e+11,4.09407e+11
1.71e-09,9.36907e+21,4.9576e+21,8.33745e+18,7.97296e+16,3.47865e+14,8.65449e+11,4.16414e+11
1.74e-09,9.61448e+21,4.99982e+21,8.46595e+18,8.1053e+16,3.53705e+14,8.80008e+11,4.23422e+11
1.77e-09,9.85989e+21,5.04205e+21,8.59446e+18,8.23765e+16,3.59545e+14,8.94567e+11,4.3043e+11
1.8e-09,1.01053e+22,5.08427e+21,8.72296e+18,8.36999e+16,3.65385e+14,9.09126e+11,4.37438e+11
1.83e-09,1.03357e+22,5.08376e+21,8.82071e+18,8.48686e+16,3.70667e+14,9.22355e+11,4.43811e+11
1.86e-09,1.05662e+22,5.08324e+21,8.91845e+18,8.60373e+16,3.7595e+14,9.35584e+11,4.50183e+11
1.89e-09,1.07966e+22,5.08273e+21,9.0162e+18,8.72061e+16,3.81232e+14,9.48814e+11,4.56556e+11
1.92e-09,1.1027e+22,5.08222e+21,9.11395e+18,8.83748e+16,3.86515e+14,9.62043e+11,4.62929e+11
1.95e-09,1.12575e+22,5.0817e+21,9.2117e+18,8.95435e+16,3.91797e+14,9.75272e+11,4.69302e+11
1.98e-09,1.14879e+22,5.08119e+21,9.30945e+18,9.07123e+16,3.9708e+14,9.88501e+11,4.75675e+11
2.01e-09,1.17183e+22,5.08067e+21,9.40719e+18,9.1881e+16,4.02362e+14,1.00173e+12,4.82048e+11
2.04e-09,1.19487e+22,5.08016e+21,9.50494e+18,9.30498e+16,4.07645e+14,1.01496e+12,4.8842e+11
2.07e-09,1.21792e+22,5.07964e+21,9.60269e+18,9.42185e+16,4.12927e+14,1.02819e+12,4.94793e+11
2.1e-09,1.24096e+22,5.07913e+21,9.70044e+18,9.53872e+16,4.1821e+14,1.04142e+12,5.01166e+11
2.13e-09,1.264e+22,5.07862e+21,9.79818e+18,9.6556e+16,4.23492e+14,1.05465e+12,5.07539e+11
2.16e-09,1.28705e+22,5.0781e+21,9.89593e+18,9.77247e+16,4.28775e+14,1.06788e+12,5.13912e+11
2.19e-09,1.31009e+22,5.07759e+21,9.99368e+18,9.88935e+16,4.34057e+14,1.0811e+12,5.20285e+11
2.22e-09,1.33313e+22,5.07707e+21,1.00914e+19,1.00062e+17,4.3934e+14,1.09433e+12,5.26657e+11
2.25e-09,1.35618e+22,5.07656e+21,1.01892e+19,1.01231e+17,4.44622e+14,1.10756e+12,5.3303e+11
2.28e-09,1.37922e+22,5.07604e+21,1.02869e+19,1.024e+17,4.49905e+14,1.12079e+12,5.39403e+11
2.31e-09,1.40226e+22,5.07553e+21,1.03847e+19,1.03568e+17,4.55187e+14,1.13402e+12,5.45776e+11
2.34e-09,1.4253e+22,5.07501e+21,1.04824e+19,1.04737e+17,4.6047e+14,1.14725e+12,5.52149e+11
2.37e-09,1.44835e+22,5.0745e+21,1.05802e+19,1.05906e+17,4.65752e+14,1.16048e+12,5.58521e+11
2.4e-09,1.47139e+22,5.07399e+21,1.06779e+19,1.07075e+17,4.71035e+14,1.17371e+12,5.64894e+11
2.43e-09,1.48925e+22,5.04701e+21,1.07444e+19,1.08053e+17,4.75602e+14,1.18522e+12,5.70445e+11
2.46e-09,1.50712e+22,5.02002e+21,1.08109e+19,1.09031e+17,4.80169e+14,1.19673e+12,5.75996e+11
2.49e-09,1.52498e+22,4.99304e+21,1.08774e+19,1.1001e+17,4.84737e+14,1.20824e+12,5.81547e+11
2.52e-09,1.54285e+22,4.96606e+21,1.09438e+19,1.10988e+17,4.89304e+14,1.21975e+12,5.87098e+11
2.55e-09,1.56071e+22,4.93908e+21,1.10103e+19,1.11967e+17,4.93871e+14,1.23126e+12,5.9265e+11
2.58e-09,1.57857e+22,4.9121e+21,1.10768e+19,1.12945e+17,4.98439e+14,1.24277e+12,5.98201e+11
2.61e-09,1.59644e+22,4.88512e+21,1.11433e+19,1.13923e+17,5.03006e+14,1.25428e+12,6.03752e+11
2.64e-09,1.6143e+22,4.85814e+21,1.12097e+19,1.14902e+17,5.07573e+14,1.26579e+12,6.09303e+11
2.67e-09,1.63217e+22,4.83116e+21,1.12762e+19,1.1588e+17,5.12141e+14,1.2773e+12,6.14854e+11
2.7e-09,1.65003e+22,4.80418e+21,1.13427e+19,1.16859e+17,5.16708e+14,1.28881e+12,6.20405e+11
2.73e-09,1.66789e+22,4.77719e+21,1.14092e+19,1.17837e+17,5.21275e+14,1.30032e+12,6.25956e+11
2.76e-09,1.68576e+22,4.75021e+21,1.14757e+19,1.18815e+17,5.25842e+14,1.31183e+12,6.31507e+11
2.79e-09,1.70362e+22,4.72323e+21,1.15421e+19,1.19794e+17,5.3041e+14,1.32334e+12,6.37058e+11
2.82e-09,1.72148e+22,4.69625e+21,1.16086e+19,1.20772e+17,5.34977e+14,1.33485e+12,6.42609e+11
2.85e-09,1.73935e+22,4.66927e+21,1.16751e+19,1.21751e+17,5.39544e+14,1.34636e+12,6.4816e+11
2.88e-09,1.75721e+22,4.64229e+21,1.17416e+19,1.22729e+17,5.44112e+14,1.35787e+12,6.53711e+11
2.91e-09,1.77508e+22,4.61531e+21,1.18081e+19,1.23707e+17,5.48679e+14,1.36938e+12,6.59262e+11
2.94e-09,1.79294e+22,4.58833e+21,1.18745e+19,1.24686e+17,5.53246e+14,1.38089e+12,6.64813e+11
2.97e-09,1.8108e+22,4.56135e+21,1.1941e+19,1.25664e+17,5.57814e+14,1.3924e+12,6.70364e+11
3e-09,1.82867e+22,4.53436e+21,1.20075e+19,1.26643e+17,5.62381e+14,1.40391e+12,6.75915e+11
3.03e-09,1.84147e+22,4.49849e+21,1.20484e+19,1.27427e+17,5.66184e+14,1.41356e+12,6.80579e+11
3.06e-09,1.85427e+22,4.46261e+21,1.20893e+19,1.28212e+17,5.69988e+14,1.42322e+12,6.85244e+11
3.09e-09,1.86707e+22,4.42673e+21,1.21302e+19,1.28997e+17,5.73791e+14,1.43288e+12,6.89908e+11
3.12e-09,1.87987e+22,4.39085e+21,1.21711e+19,1.29782e+17,5.77595e+14,1.44254e+12,6.94572e+11
3.15e-09,1.89268e+22,4.35497e+21,1.2212e+19,1.30566e+17,5.81398e+14,1.45219e+12,6.99236e+11
3.18e-09,1.90548e+22,4.3191e+21,1.22529e+19,1.31351e+17,5.85202e+14,1.46185e+12,7.039e+11
3.21e-09,1.91828e+22,4.28322e+21,1.22938e+19,1.32136e+17,5.89005e+14,1.47151e+12,7.08564e+11
3.24e-09,1.93108e+22,4.24734e+21,1.23347e+19,1.3292e+17,5.92809e+14,1.48117e+12,7.13228e+11
3.27e-09,1.94388e+22,4.21146e+21,1.23756e+19,1.33705e+17,5.96612e+14,1.49082e+12,7.17892e+11
3.3e-09,1.95668e+22,4.17559e+21,1.24165e+19,1.3449e+17,6.00416e+14,1.50048e+12,7.22557e+11
3.33e-09,1.96949e+22,4.13971e+21,1.24574e+19,1.35275e+17,6.04219e+14,1.51014e+12,7.27221e+11
3.36e-09,1.98229e+22,4.10383e+21,1.24983e+19,1.36059e+17,6.08023e+14,1.5198e+12,7.31885e+11
3.39e-09,1.99509e+22,4.06795e+21,1.25392e+19,1.36844e+17,6.11826e+14,1.52945e+12,7.36549e+11
3.42e-09,2.00789e+22,4.03207e+21,1.25801e+19,1.37629e+17,6.1563e+14,1.53911e+12,7.41213e+11
3.45e-09,2.02069e+22,3.9962e+21,1.26209e+19,1.38414e+17,6.19433e+14,1.54877e+12,7.45877e+11
3.48e-09,2.03349e+22,3.96032e+21,1.26618e+19,1.39198e+17,6.23237e+14,1.55843e+12,7.50541e+11
3.51e-09,2.04629e+22,3.92444e+21,1.27027e+19,1.39983e+17,6.2704e+14,1.56808e+12,7.55206e+11
3.54e-09,2.0591e+22,3.88856e+21,1.27436e+19,1.40768e+17,6.30844e+14,1.57774e+12,7.5987e+11
3.57e-09,2.0719e+22,3.85268e+21,1.27845e+19,1.41552e+17,6.34647e+14,1.5874e+12,7.64534e+11
3.6e-09,2.0847e+22,3.81681e+21,1.28254e+19,1.42337e+17,6.38451e+14,1.59706e+12,7.69198e+11
3.63e-09,2.09388e+22,3.78271e+21,1.28479e+19,1.42946e+17,6.41525e+14,1.60493e+12,7.73006e+11
3.66e-09,2.10306e+22,3.74861e+21,1.28703e+19,1.43555e+17,6.44599e+14,1.6128e+12,7.76813e+11
3.69e-09,2.11224e+22,3.71451e+21,1.28927e+19,1.44163e+17,6.47673e+14,1.62067e+12,7.8062e+11
3.72e-09,2.12142e+22,3.68041e+21,1.29152e+19,1.44772e+17,6.50747e+14,1.62854e+12,7.84428e+11
3.75e-09,2.13061e+22,3.64632e+21,1.29376e+19,1.45381e+17,6.53822e+14,1.63641e+12,7.88235e+11
3.78e-09,2.13979e+22,3.61222e+21,1.29601e+19,1.4599e+17,6.56896e+14,1.64428e+12,7.92043e+11
3.81e-09,2.14897e+22,3.57812e+21,1.29825e+19,1.46598e+17,6.5997e+14,1.65215e+12,7.9585e+11
3.84e-09,2.15815e+22,3.54402e+21,1.30049e+19,1.47207e+17,6.63044e+14,1.66002e+12,7.99658e+11
3.87e-09,2.16733e+22,3.50992e+21,1.30274e+19,1.47816e+17,6.66118e+14,1.66789e+12,8.03465e+11
3.9e-09,2.17651e+22,3.47583e+21,1.30498e+19,1.48425e+17,6.69192e+14,1.67577e+12,8.07273e+11
3.93e-09,2.18569e+22,3.44173e+21,1.30722e+19,1.49033e+17,6.72266e+14,1.68364e+12,8.1108e+11
3.96e-09,2.19488e+22,3.40763e+21,1.30947e+19,1.49642e+17,6.75341e+14,1.69151e+12,8.14888e+11
3.99e-09,2.20406e+22,3.37353e+21,1.31171e+19,1.50251e+17,6.78415e+14,1.69938e+12,8.18695e+11
4.02e-09,2.21324e+22,3.33943e+21,1.31396e+19,1.5086e+17,6.81489e+14,1.70725e+12,8.22502e+11
4.05e-09,2.22242e+22,3.30534e+21,1.3162e+19,1.51468e+17,6.84563e+14,1.71512e+12,8.2631e+11
4.08e-09,2.2316e+22,3.27124e+21,1.31844e+19,1.52077e+17,6.87637e+14,1.72299e+12,8.30117e+11
4.11e-09,2.24078e+22,3.23714e+21,1.32069e+19,1.52686e+17,6.90711e+14,1.73086e+12,8.33925e+11
4.14e-09,2.24996e+22,3.20304e+21,1.32293e+19,1.53295e+17,6.93785e+14,1.73873e+12,8.37732e+11
4.17e-09,2.25915e+22,3.16894e+21,1.32518e+19,1.53903e+17,6.9686e+14,1.74661e+12,8.4154e+11
4.2e-09,2.26833e+22,3.13485e+21,1.32742e+19,1.54512e+17,6.99934e+14,1.75448e+12,8.45347e+11
4.23e-09,2.27507e+22,3.10621e+21,1.32841e+19,1.5497e+17,7.02354e+14,1.76073e+12,8.48378e+11
4.26e-09,2.28181e+22,3.07757e+21,1.32939e+19,1.55429e+17,7.04774e+14,1.76698e+12,8.51408e+11
4.29e-09,2.28854e+22,3.04894e+21,1.33038e+19,1.55887e+17,7.07194e+14,1.77324e+12,8.54438e+11
4.32e-09,2.29528e+22,3.0203e+21,1.33137e+19,1.56345e+17,7.09614e+14,1.77949e+12,8.57469e+11
4.35e-09,2.30202e+22,2.99166e+21,1.33236e+19,1.56803e+17,7.12034e+14,1.78574e+12,8.60499e+11
4.38e-09,2.30876e+22,2.96303e+21,1.33334e+19,1.57262e+17,7.14454e+14,1.792e+12,8.63529e+11
4.41e-09,2.3155e+22,2.93439e+21,1.33433e+19,1.5772e+17,7.16875e+14,1.79825e+12,8.6656e+11
4.44e-09,2.32224e+22,2.90575e+21,1.33532e+19,1.58178e+17,7.19295e+14,1.8045e+12,8.6959e+11
4.47e-09,2.32898e+22,2.87712e+21,1.33631e+19,1.58636e+17,7.21715e+14,1.81076e+12,8.7262e+11
4.5e-09,2.33572e+22,2.84848e+21,1.33729e+19,1.59094e+17,7.24135e+14,1.81701e+12,8.75651e+11
4.53e-09,2.34246e+22,2.81984e+21,1.33828e+19,1.59553e+17,7.26555e+14,1.82327e+12,8.78681e+11
4.56e-09,2.3492e+22,2.79121e+21,1.33927e+19,1.60011e+17,7.28975e+14,1.82952e+12,8.81712e+11
4.59e-09,2.35593e+22,2.76257e+21,1.34026e+19,1.60469e+17,7.31395e+14,1.83577e+12,8.84742e+11
4.62e-09,2.36267e+22,2.73393e+21,1.34124e+19,1.60927e+17,7.33815e+14,1.84203e+12,8.87772e+11
4.65e-09,2.36941e+22,2.7053e+21,1.34223e+19,1.61386e+17,7.36236e+14,1.84828e+12,8.90803e+11
4.68e-09,2.37615e+22,2.67666e+21,1.34322e+19,1.61844e+17,7.38656e+14,1.85453e+12,8.93833e+11
4.71e-09,2.38289e+22,2.64802e+21,1.34421e+19,1.62302e+17,7.41076e+14,1.86079e+12,8.96863e+11
4.74e-09,2.38963e+22,2.61939e+21,1.34519e+19,1.6276e+17,7.43496e+14,1.86704e+12,8.99894e+11
4.77e-09,2.39637e+22,2.59075e+21,1.34618e+19,1.63219e+17,7.45916e+14,1.87329e+12,9.02924e+11
4.8e-09,2.40311e+22,2.56211e+21,1.34717e+19,1.63677e+17,7.48336e+14,1.87955e+12,9.05955e+11
4.83e-09,2.40801e+22,2.53905e+21,1.34731e+19,1.6401e+17,7.50188e+14,1.88438e+12,9.08303e+11
4.86e-09,2.41291e+22,2.51599e+21,1.34746e+19,1.64343e+17,7.52041e+14,1.88922e+12,9.10651e+11
4.89e-09,2.41782e+22,2.49293e+21,1.34761e+19,1.64676e+17,7.53893e+14,1.89406e+12,9.12999e+11
4.92e-09,2.42272e+22,2.46987e+21,1.34775e+19,1.65009e+17,7.55745e+14,1.89889e+12,9.15348e+11
4.95e-09,2.42762e+22,2.44681e+21,1.3479e+19,1.65342e+17,7.57598e+14,1.90373e+12,9.17696e+11
4.98e-09,2.43253e+22,2.42375e+21,1.34805e+19,1.65675e+17,7.5945e+14,1.90856e+12,9.20044e+11
5.01e-09,2.43743e+22,2.40069e+21,1.34819e+19,1.66008e+17,7.61302e+14,1.9134e+12,9.22393e+11
5.04e-09,2.44233e+22,2.37762e+21,1.34834e+19,1.66342e+17,7.63155e+14,1.91824e+12,9.24741e+11
5.07e-09,2.44724e+22,2.35456e+21,1.34848e+19,1.66675e+17,7.65007e+14,1.92307e+12,9.27089e+11
5.1e-09,2.45214e+22,2.3315e+21,1.34863e+19,1.67008e+17,7.66859e+14,1.92791e+12,9.29438e+11
5.13e-09,2.45704e+22,2.30844e+21,1.34878e+19,1.67341e+17,7.68711e+14,1.93275e+12,9.31786e+11
5.16e-09,2.46195e+22,2.28538e+21,1.34892e+19,1.67674e+17,7.70564e+14,1.93758e+12,9.34134e+11
5.19e-09,2.46685e+22,2.26232e+21,1.34907e+19,1.68007e+17,7.72416e+14,1.94242e+12,9.36482e+11
5.22e-09,2.47175e+22,2.23926e+21,1.34922e+19,1.6834e+17,7.74268e+14,1.94726e+12,9.38831e+11
5.25e-09,2.47666e+22,2.2162e+21,1.34936e+19,1.68673e+17,7.76121e+14,1.95209e+12,9.41179e+11
5.28e-09,2.48156e+22,2.19314e+21,1.34951e+19,1.69006e+17,7.77973e+14,1.95693e+12,9.43527e+11
5.31e-09,2.48646e+22,2.17008e+21,1.34965e+19,1.69339e+17,7.79825e+14,1.96176e+12,9.45876e+11
5.34e-09,2.49136e+22,2.14701e+21,1.3498e+19,1.69672e+17,7.81678e+14,1.9666e+12,9.48224e+11
5.37e-09,2.49627e+22,2.12395e+21,1.34995e+19,1.70005e+17,7.8353e+14,1.97144e+12,9.50572e+11
5.4e-09,2.50117e+22,2.10089e+21,1.35009e+19,1.70338e+17,7.85382e+14,1.97627e+12,9.52921e+11
5.43e-09,2.50455e+22,2.0825e+21,1.34967e+19,1.70569e+17,7.86749e+14,1.97989e+12,9.5468e+11
5.46e-09,2.50792e+22,2.0641e+21,1.34926e+19,1.70799e+17,7.88116e+14,1.9835e+12,9.5644e+11
5.49e-09,2.5113e+22,2.04571e+21,1.34884e+19,1.71029e+17,7.89484e+14,1.98712e+12,9.582e+11
5.52e-09,2.51467e+22,2.02732e+21,1.34842e+19,1.71259e+17,7.90851e+14,1.99073e+12,9.59959e+11
5.55e-09,2.51805e+22,2.00892e+21,1.348e+19,1.71489e+17,7.92218e+14,1.99435e+12,9.61719e+11
5.58e-09,2.52142e+22,1.99053e+21,1.34758e+19,1.71719e+17,7.93585e+14,1.99796e+12,9.63479e+11
5.61e-09,2.52479e+22,1.97213e+21,1.34716e+19,1.71949e+17,7.94952e+14,2.00158e+12,9.65238e+11
5.64e-09,2.52817e+22,1.95374e+21,1.34674e+19,1.7218e+17,7.96319e+14,2.00519e+12,9.66998e+11
5.67e-09,2.53154e+22,1.93534e+21,1.34632e+19,1.7241e+17,7.97687e+14,2.00881e+12,9.68758e+11
5.7e-09,2.53492e+22,1.91695e+21,1.3459e+19,1.7264e+17,7.99054e+14,2.01242e+12,9.70517e+11
5.73e-09,2.53829e+22,1.89856e+21,1.34548e+19,1.7287e+17,8.00421e+14,2.01604e+12,9.72277e+11
5.76e-09,2.54167e+22,1.88016e+21,1.34507e+19,1.731e+17,8.01788e+14,2.01966e+12,9.74037e+11
5.79e-09,2.54504e+22,1.86177e+21,1.34465e+19,1.7333e+17,8.03155e+14,2.02327e+12,9.75796e+11
5.82e-09,2.54842e+22,1.84337e+21,1.34423e+19,1.73561e+17,8.04523e+14,2.02689e+12,9.77556e+11
5.85e-09,2.55179e+22,1.82498e+21,1.34381e+19,1.73791e+17,8.0589e+14,2.0305e+12,9.79316e+11
5.88e-09,2.55517e+22,1.80658e+21,1.34339e+19,1.74021e+17,8.07257e+14,2.03412e+12,9.81075e+11
5.91e-09,2.55854e+22,1.78819e+21,1.34297e+19,1.74251e+17,8.08624e+14,2.03773e+12,9.82835e+11
5.94e-09,2.56192e+22,1.7698e+21,1.34255e+19,1.74481e+17,8.09991e+14,2.04135e+12,9.84595e+11
5.97e-09,2.56529e+22,1.7514e+21,1.34213e+19,1.74711e+17,8.11358e+14,2.04496e+12,9.86354e+11
6e-09,2.56867e+22,1.73301e+21,1.34171e+19,1.74941e+17,8.12726e+14,2.04858e+12,9.88114e+11
6.03e-09,2.57072e+22,1.71832e+21,1.34091e+19,1.75087e+17,8.13682e+14,2.05115e+12,9.8937e+11
